First Level Heading,Second Level Heading,Third Level Heading,Definition
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,401,"The study of mortality1 deals with the effect of death on the population. The general terms mortality rate2 or death rate2 encompass all the rates (133-4) which measure the frequency of deaths3. Where the expression death rate is used without any qualifying adjective the crude death rate4 is usually meant (cf. 136-8 for a general discussion of crude rates). This is generally an annual rate and consists of the ratio of the annual number of deaths occurring during a calendar year to the number exposed to the risk of dying during the same period. This number is equivalent to the mean population5 or average population5 for the period, and the population at the mid-point of the period can usually be substituted for the average population without appreciable error, if the size of the population is changing fairly uniformly. If the mortality of a sub-population (101-6) only is studied, we speak of specific death rates (134-6) among which sex-age-specific death rates6 are the most common. Age specific death rates7 without distinction of sex are also used on occasion.
Note:Occasionally the term mortality is used as a synonym for mortality rate or death rate. Death, n. - die, v. - dead, adj. syn. - deceased, adj. or n. When the observation period exceeds one year, the mean population is generally obtained as the average of several estimates of the size of the population for each year. The average number of persons years (135-6) is also used as denominator."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,402,"Specific death rates may be used to study differential mortality1 or mortality differences1 between groups, and reference is made to an excess mortality2 of one group as compared with another, or with the rest of the population. It is measured by an excess mortality index3★. The study of differences in the death rates of specific occupations is called the study of occupational mortality4. In a rather different sense the term occupational mortality5 may refer to the mortality from hazards associated with a particular occupation. Among these, we may mention occupational diseases6.
Note:Differentials in mortality is also encountered. The expression excess male mortality implies a comparison with the corresponding female mortality, e.g. at the same age."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,403,"Crude death rates (401-4) will depend upon the structure [particularly the age structure (325-6)] of the population as well as on the level of mortality. If the mortality of different populations is to be compared standardized mortality rates1 or adjusted mortality rates1 are sometimes computed to eliminate the effect of differences in population structure (144-4). Age is the characteristic for which mortality rates are adjusted most frequently by reference to a standard population2 with a given structure. If specific rates (134-6) for the population studied are available, it is possible to use the direct method of standardization3 which consists of applying these rates to the corresponding groups of the standard population. If specific rates are not available, it is still possible to obtain standardized mortality rates by the indirect method of standardization4. More frequently, comparative mortality indices5 are computed by applying standard mortality rates6 to the different groups of the population studied and summing these to obtain an expected number of deaths; the indices are then obtained by comparing the observed deaths7 in the population with the expected deaths8 which would have occurred had the standard rates applied.
Note:Standardize, v. - standardized, adj. - standardization, n.: the process of standardizing. If a crude death rate (401-4) is multiplied by a comparative mortality index, we obtain an indirectly standardized death rate. In British official terminology, when occupational mortality is studied, the figure obtained by direct standardization is called a comparative mortality figure and that obtained by indirect standardization a standardized mortality ratio."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,410,"The mortality of live-born children who have not yet reached their first birthday is called infant mortality1. The mortality of live-born children who die before reaching a certain age taken as four weeks or 28 days, the so-called neo-natal period3, is called neo-natal mortality2. The mortality during the first week of life and between the first week until before 28 days are called respectively early neo-natal mortality4 and late neo-natal mortality6★. The term post-neonatal mortality5 refers to deaths after the neo-natal period, but before reaching the age of one year.
Note:In certain statistics the neo-natal period is defined as the first month of life. The term early infancy is occasionally used as an approximate equivalent to the neo-natal period, as, e.g., in ""diseases of early infancy."""
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,411,"The expression foetal mortality1 is used for deaths prior to the complete expulsion or extraction from its mother of a product of conception (602-6) irrespective of the duration of pregnancy (603-3). The terms intra-uterine mortality1 or mortality in utero1 may also be used. The corresponding deaths are called foetal deaths2 or intra-uterine deaths2. Early foetal mortality3 occurs before the twentieth week of gestational life, while intermediate foetal mortality4 occurs between the twentieth and the 28th week of gestation. After the twenty-eighth week, one refers to late foetal mortality5 and the product is called a late foetal death5 or, popularly, a stillbirth5. Perinatal mortality6 includes late foetal mortality and a portion of infant mortality that may include either early neo-natal deaths, or all neo-natal deaths. The foeto-infant mortality7★ includes stillbirths and deaths of children under one year.
Note:Foetal - also spelled fetal. Also designated as pregnancy wastage. These terms include abortions (603-5), miscarriages (604-1) and stillbirths. Early foetal deaths are also popularly known as miscarriages. Stillbirth, n. - stillborn, adj. In certain countries, including France, children born alive who died before registration may be legally included among the stillborn, and are called false stillbirths. The corresponding deaths are called perinatal deaths."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,412,"The ratios of deaths under one year of age1, of deaths of less than 28 days, and of deaths of less than one week, occurring in a year, to the number of live births of the same year give respectively the infant mortality rate2, the neo-natal mortality rate3 and the early neo-natal mortality rate4. These rates are generally expressed per one thousand live births. When deaths are cross-classified by age and year of birth, it is possible to divide the deaths under one year by the births in the two cohorts to which they belong. The resulting index is an adjusted infant mortality rate5 equivalent to a probability of dying before age one5. In the absence of such information separation factors6 may be estimated, which divide infant deaths into those occurring to infants born in the current calendar year and to infants born in the previous calendar year."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,413,"The proportion of late foetal deaths (411-5) among all births is called a late foetal mortality rate1. The ratio of late foetal deaths to live births (601-4) is called a late foetal mortality ratio2. A foetal mortality rate3 represents the number of known intra-uterine deaths per one thousand births in the same year while the foetal mortality ratio4 is the ratio of intra-uterine deaths to live births in a given year. These indices greatly understate intra-uterine mortality since early intra-uterine deaths frequently remain unobserved or unknown. A better measurement of intra-uterine mortality is provided by intra-uterine mortality tables5, a specialized application of the life table (cf. 432) which takes into account the duration of gestation. The perinatal mortality rate6 relates perinatal deaths (411-6*) to the sum of late foetal deaths and live births. The foeto-infant death rate7★ represents the number of known stillbirths and deaths in the first year of life per one thousand live births and stillbirths of the same reporting period.
Note:Also called stillbirth rate. This usage is not recommended. Also called stillbirth ratio. This usage is not recommended. The perinatal mortality ratio relates perinatal deaths to live births only."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,414,"In the study of age-specific mortality1, the terms infant mortality (410-2) and neo-natal mortality (410-3) refer to generally accepted time periods. The usage of such terms as child mortality2, youth mortality3★, adult mortality4 or mortality of old age5 is not uniform. Post-infantile child death rate6 sometimes refers to the death rate between one and 4 years of age."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,420,"The study of morbidity1 deals with the investigation of illness2, sickness2, ill-health2 or disease2 in a population. Two aspects are considered: the incidence of disease3 and the prevalence of disease4 according to whether the new cases of disease5 are considered or the number of cases existing at one point in time. The compilation of morbidity statistics6 is hampered by the lack of a sharp distinction between health and the morbid state7. Nosology8 and nosography9 contribute respectively to the classification and description of diseases.
Note:Disease, illness, or sickness are used as collective nouns in the singular, or both in the singular or plural to designate specific ailments."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,421,"Health statistics1 encompass morbidity statistics, but also cover all aspects of the health of a population, and are generally taken to include statistics of cause-specific mortality2. The classification of deaths by cause of death3 is made difficult because in many cases there may not be a single cause of death4 but multiple causes of death5 or joint causes of death5. When this is the case we may distinguish between the immediate cause of death6 and the underlying cause of death7 or, looking at the problem from a different point of view, we may distinguish between the primary cause of death8 or principal cause of death8 and the secondary cause of death9, contributory cause of death9 or associated cause of death9. The cause-specific death rate10 is generally expressed per 100,000 population. The ratio of the number of deaths from a specific cause to the number of deaths from all causes is referred to as the cause-specific death ratio11. Such ratios calculated for specific age groups or the general population provide information of the underlying structure of causes of death12★."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,422,"Death or disability (426-2) may be the consequence of disease (420-2) or of injury1 or poisoning2. Injuries may be due to accident3 or violence4. Among cases of violence it is normal to distinguish suicides5 and attempted suicides5, homicides6 and deaths or injuries due to operations of war7.
Note:Injury. A distinction is often made between intentional and unintentional injury. Accident, n. - accidental, adj. Violence, n. - violent, adj. Homicide, n.: May in law be murder or manslaughter. Abbreviated to war deaths and war injuries."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,423,"An endemic disease1 is one that permanently affects substantial segments of a population, in contrast with an epidemic2, which spreads and then disappears within a fairly short time; when it appears in a large number of countries, it is called a pandemic3. Certain infectious diseases4 or communicable diseases4 have attracted particular attention, because they are capable of infecting large numbers of persons within relatively short time intervals. In such instances we speak of epidemic diseases5, and special epidemiological statistics6 are collected to show their incidence. It is possible to obtain information about these illnesses in various countries because legislation has made their reporting compulsory; they are therefore called notifiable diseases7. A distinction is sometimes made between chronic diseases8 and acute diseases9. These terms are not precisely defined, but acute diseases are generally understood to be those of abrupt onset and short duration while chronic diseases are those with slow onset and long duration, and often causing prolonged disability.
Note:Epidemic, n., also used as adj. Infectious, adj. - infect, v. - infection, n. The terms communicable diseases, contagious diseases and infectious diseases are not synonymous. A contagious disease can only be transmitted from person to person; thus, malaria, a communicable disease, is not contagious. Moreover, certain infectious diseases are not communicable. Epidemiology, n.: the science dealing with epidemics - epidemiologist, n.: a specialist in epidemiology - epidemiological, adj.: pertaining to epidemiology. The meaning of these terms has expanded greatly, and epidemiology now covers the study of relations between a biological or medical phenomenon and various factors, such as tobacco for example in ""the epidemiology of lung cancer,"" or alternatively the statistical analysis of geographic variations in health phenomena."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,424,"Demographers devote particular attention to certain aspects of mortality: endogenous mortality1 which results from the genetic constitution of the individual, congenital malformations2, injuries connected with birth, or degenerative diseases associated with aging; exogenous mortality3, in contrast, results from external causes such as infectious or parasitic diseases and accidental injuries other than those incurred by the child during birth. Also of special interest are diseases connected with pregnancy, labor and the puerperium4. Mortality from these latter diseases is called maternal mortality5, and a maternal death rate6 may be computed as the ratio of maternal deaths in a year to the births of the same year. The proportion of deaths due to senility7 has mostly drawn interest as an index of poor reporting of causes of death.
Note:Infant mortality (410-1) can thus be decomposed into endogenous infant mortality and exogenous infant mortality. See note 1. The puerperium is the lying-in period following a birth, and the mortality of mothers during the period is called puerperal mortality. Maternal death rate is an inappropriate, but commonly used, term for a simple ratio. Senility n. - senile, adj."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,425,"Three aspects of morbidity (420-1) are commonly measured by morbidity rates1 or morbidity ratios1: frequency, duration and severity. These indices may be computed for specific diseases, or for all diseases. Two indices of the frequency of ill-health are the incidence rate2, the number of new cases of disease during the period related to the average population, and the prevalence rate3, the number of cases existing at a given moment of time expressed per unit of the average population. Either the average duration per case4, or the disability rate5, which is the mean number of days of illness5 per person in the population, may serve as a measure of the duration of illness. The case fatality rate6, which is the proportion of fatal cases among the reported cases of the specified diseases, may be used as an index of severity.
Note:Disability rate is an inappropriate, but commonly used, term for a ratio of the number of days lived with illness divided by the number of days lived by the entire population, both in the same time interval. This is said to measure the lethality of the disease."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,426,"An impairment1 refers to any physical, functional or psychological defect, which results from illness, injury or congenital malformation. When an impairment inhibits an individual’s ability to work or participate in normal activities it is referred to as incapacity2 or disability2. This may be total or partial; in either case, permanent disability3 or infirmity4 refer to an irreversible condition which gives rights to professional incapacity7★ or work incapacity8★ compensations. The probability that a healthy individual aged exactly x years will become disabled in the next year or over the course of some number of years starting with this exact age, is called the risk of disability5 or the probability of disability5. A series of these probabilities can be combined into a disability table6, which is a specialized extension of the life table (cf. §432)."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,430,"Mortality statistics are generally compiled from death registration (cf. 211). When a death takes place a death certificate1 is generally issued; statistics are compiled from the information given on death certificates. In some countries a distinction is made between the medical certificate of death2 issued by a medical practitioner who has attended the deceased person at the time of his/her death, and an ordinary death certificate issued by the registrar of deaths for legal purposes.
Note:The first death statistics in England and Wales were compiled from bills of mortality which were generally drawn up on the basis of burial registers. In countries where vital registration is deficient, statistics can be gathered by the survey technique; questions may be asked on deaths during a reference period, generally the previous year; the indirect estimation of mortality relies on such questions as the number of children surviving among children ever born (637-2), reporting of sibling deaths, orphanhood status or widowhood status."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,431,"Probabilities of dying1 or death probabilities1 are used to study in detail the mortality of a period or of a cohort. They are the probabilities that an individual of exact age x will die before exact age x + n, and are represented by the symbol nqx. If n = 1, we talk about annual death probabilities2; if n = 5, about quinquennial death probabilities3. The instantaneous death rate4, or as it is occasionally called the force of mortality4, is the limit of the nqx value as n tends to zero. The projective mortality probability5★ is the probability that individuals of the same cohort or group of cohorts died between two January 1st. The name of this probability comes from its use in the calculation of population projections. It is also equal to 1-Lx+n/Lx, where Lx is the person-years lived by the stationary population from exact age x to exact age x+n. The complement to one of the probability of dying from exact age x to exact age x + n is the probability of survival6 over this interval. In the preparation of population projections, we use survival ratios7; they represent the probability that individuals of the same birth cohort or group of cohorts will still be alive n years later.
Note:The probability of death between age x and x + n is defined as the ratio of deaths between ages x and x+n to the number of survivors at exact age x. It is not to be confused with the central death rate, the ratio of deaths between ages x and x+n to the mean population alive at that age. The central death rate is written nmx . The probability of survival from age x to age x+n is written npx . A survival ratio is the complement to one of the projective mortality probability. Individuals in the cohorts do not have the same age and therefore are not at the same risk of dying."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,432,"The course of mortality throughout the life cycle may be described by a life table1. A life table consists of several life table functions2, all of which are mathematically related and may be generally derived when the value of one of them is known. The survivorship function3 shows the number of survivors4 of a cohort (116-2) of births to various exact ages (322-7) on the assumption that the cohort is subjected to the rates of mortality shown. The number of births in the original cohort is known as the radix5 of the life table and the process by which the original cohort is reduced is known as attrition6.
Note:The number of survivors to exact age x is denoted by lx . The radix is usually a power of 10: 10,000 or 100,000 for example."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,433,"To the survivors function corresponds a death function1 which is calculated as the differences between the number of survivors (432-4) at different ages. It is named the distribution of life table deaths2★ in order to be distinguished from the crude distribution of deaths. Life tables typically include the expectation of life3 or life expectancy3 at age x ; this is the mean number of years to be lived by those surviving to exact age x, given the mortality conditions of the table. The expectation of life at birth4 is a particular case of expectation of life, and represents the mean length of life4 of individuals who have been subjected since birth to the mortality of the table. The reciprocal of the expectation of life at birth is the life table death rate5 or death rate of the stationary population5.
Note:By integrating the survivorship function (432-3) between two exact given ages we obtain the total number of years lived by the cohort between these ages; the notation for the total number of years lived between age x and x + n is nLx . This function is often called the stationary population in life table column headings. By summing it from a given age x to the end of life, we obtain the total number of years to be lived after attaining age x by those reaching that age; the conventional notation is T x . The notation for the expectation of life at age x is ex"
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,434,"The median length of life1 sometimes called the probable length of life1 is the age at which half the original cohort of births have died. After infancy the distribution of deaths by age in the life table will usually have a mode and the corresponding age is called the modal age at death2, or sometimes the normal age at death2. It may be of interest as an indicator of human longevity3 or the length of life3 corresponding more closely to the sense in which the term is used in everyday language than either the average (433-4) or the median length of life. The term life span4 is used to refer to the maximum possible length of human life."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,435,"A complete life table1 is usually one in which the values of the life table functions (432-2) are given in single years of age. An abridged life table2 is one in which most functions are given only for certain pivotal ages, frequently spaced at five or ten year intervals after infancy; intermediate values for the functions are usually obtained by some form of interpolation (151-7). The term life table for selected heads3 is used to refer to a life table relating to the experience of a number of specially selected individuals, such as the clients of a life insurance company, in opposition to general life tables4 which relate the experience of a whole population (101-4). Life tables are generally presented on a sex-specific basis although on occasion they are presented for both sexes. A life table which is based only upon the generalization of empirical relationships is called a model life table5."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,436,"A calendar-year life table1 or period life table1 (cf. 153-2; 432-1) is one in which the mortality rates used relate to a specified time interval and the cohort (116-2) is therefore hypothetical. A generation life table2, or cohort life table2 on the other hand, traces the experience of an actual birth cohort and the mortality rates contained in the table are then spread over a prolonged period, usually about 100 years. A mortality surface3 is drawn when probabilities of dying (431-1) are plotted against age and time period simultaneously in a three-dimensional diagram."
Multilingual Demographic Dictionary,Chapter 4 • Mortality and morbidity,437,"The Lexis diagram1 is commonly used to illustrate the usual method for computing death probabilities and other demographic measures. In this diagram, every individual is represented by a life line2 which begins at birth and ends in the point of death3. A method for the study of mortality at very advanced ages has been called the method of extinct generations4, because it uses observed deaths for cohorts which have been completely eliminated by mortality."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,501,"The study of nuptiality1 deals with the frequency of marriages2 i.e. of unions3 between persons of opposite sexes which involve rights and obligations fixed by law or custom; with the characteristics of persons united in marriage; and with the dissolution of such unions. By extension, it also includes the study of other conjugal unions (503-8) where their frequency makes their inclusion necessary. A marriage4 or wedding4 is the ceremony, prescribed by law or custom, which establishes such a union between a man and a woman as spouses5, i.e. husband6 and wife7. The spouses jointly are called a married couple8.
Note:Marriage, n. - marry, v. - married, adj. - marriageable, adj.: capable of contracting a marriage. A man at, or soon before or after his marriage, is a bridegroom (abbreviation: groom). A woman at, or soon before or after her marriage, is a bride."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,502,"Marriage laws1 or marriage customs2 differ in different societies. A person who is married to only one person at a time is called monogamous3. A person who is married to several persons simultaneously is called polygamous4. A distinction is made between polyandrous5 societies, where a woman may have several husbands, and polygynous6 societies, where a man may have several wives. The term ""polygamy"" is frequently used in the sense of polygyny.
Note:Monogamous, adj. - monogamy, n. Polygamous, adj. - polygamy, n. Polyandrous, adj. - polyandry, n. Polygynous, adj. - polygyny, n."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,503,"In some countries a legal union can be established only through a civil marriage1 performed by an official of the state; in other countries a religious marriage2 in accordance with the regulations of a church is recognized as having legal force. Social or legal recognition may be given under various conditions in different countries to stable unions which have not been solemnized by a legal or religious ceremony, for instance to customary marriages3 or to common law marriages3 conforming to local traditions. Different types of relationships and degrees of social acceptance are implied in terms applied to various unions but their significance varies widely in different countries. The term consensual union4 implies a socially recognized stable union, the term companionate marriage4 has a similar connotation. The terms free union5 and temporary union6 both imply a less stable union that may or may not include cohabitation7. Two persons of opposite sexes living in a stable union, whether legal or not, are called a couple8. The term conjugal union8 has been used by demographers to include both legal unions and more or less stable illegal unions.
Note:Concubinage, n.: a type of illegal union. A concubine in the restricted sense is a woman with an accepted conjugal status inferior to that of a legally recognized wife, particularly in polygynous societies. In other societies, the word concubine is sometimes used loosely to denote any woman other than a wife living in conjugal union with a man. Today such terms as companion or mate are preferred. Cohabitation, n.- cohabit, v."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,504,In many countries a minimum age at marriage1 is laid down by law. The age differs from country to country and may be different for the two sexes. Marriages among persons closely related by blood are called consanguineous marriages2 and are generally prohibited by either law or custom. Persons who are forbidden to marry one another for these reasons are said to be within the prohibited degrees of consanguinity3.
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,505,"In some countries the publication of banns1 or intent to marry1 is a necessary preliminary to a marriage (501-4), giving public notice to persons interested, who may then oppose the marriage if they have reason to do so. In many countries a marriage license2 must be obtained before the marriage ceremony can take place. A marriage certificate3 is usually delivered to the newly married couple4 after the ceremony. The consummation of marriage5 has occurred, or a marriage has been consummated5 when sexual relations have taken place between the spouses.
Note:Before the celebration of the marriage the future spouses are said to be engaged or betrothed, words which come from the custom of engagement or betrothal which consists of a more or less formal exchange of promise to marry."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,506,"Endogamy1 exists where both spouses must belong to the same group (e.g. tribe, clan). The term is also used to denote a tendency for spouses to be members of the same social or geographical group or isolate2, which is generally of limited size. The opposite requirement or tendency is called exogamy3. Mixed marriages4 are marriages between persons of different nationalities, races, religions, etc. When marriage is contracted between persons with certain common characteristics, social, physical or mental, it is called homogamy5, the opposite is called heterogamy6.
Note:Endogamy, n. - endogamous, adj. Exogamy, n. - exogamous, adj. Homogamy, n. - homogamous, adj. Heterogamy, n. - heterogamous, adj."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,510,"At the close of married life1 or conjugal life1, the end of union2 coincides with the dissolution of marriage3, i.e. the breaking of all legal obligations resulting from the status of spouse, including the removal of legal obstacles to a new marriage. If a marriage is dissolved by death the surviving spouse is called a widower4 if male and a widow5 if female. Widowed persons6 live in a state of widowhood7."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,511,"Where divorce1 as an institution is recognized, the dissolution of marriage (510-2) may take place through the granting of a decree of divorce2 to one of the spouses. In some countries a spouse may be repudiated3 by the other. Persons whose marriages have been dissolved by divorce are called divorced persons4. The French words divorcée6 (woman) or divorcé5 (man) are sometimes used in English, though the masculine form is rare.
Note:Divorce, n. and v."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,512,"In some countries the principle of the indissolubility of marriage1 is upheld by law or custom and divorce (511-1) is not allowed; only the death of one of the spouses (501-5) may bring about dissolution of the marriage (510-3). Under any legal system, however, lack of harmony may lead to separation2 of the spouses. This may take the form of a de facto separation3, either through common consent or as the result of the desertion4 of one of the spouses by the other. Or it may take the form of a legal separation5 or judicial separation5. A judicial separation absolves the parties from certain obligations, including the duty of living together, or cohabitation, but does not enable either of them to contract a new marriage. Persons whose marriages have been broken by separation are called separated persons6. Marriages in which the spouses no longer cohabit but which have not been legally dissolved may be called broken marriages7."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,513,"A decree of nullity1 or an annulment of marriage1 is a declaration by a court of law that, although a marriage ceremony has taken place, there has been no valid marriage2. The expression dissolved marriage3 is frequently understood to include cases of annulments and of legal separation, although legally the marriage is not dissolved. The term end of union (510-2) is more appropriate than dissolution in such cases and may also refer to unions other than marriage."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,514,"From a legal point of view, any person who meets the conditions set by law or custom to contract a marriage is marriageable1, and the marriageable population2 is made up of such persons; the non-marriageable population3 consists of those who are not free to do so by law or custom. The marriage market4, the marriageable circle5★ or group of persons5★ among whom mate selection6 takes place however, does not include all marriageable persons; candidates to marriage7 include only those who are not excluded, at least temporarily, by reasons of health or other circumstances from the marriage market. Widowed or divorced persons may contract a new marriage; there is thus a distinction between a first marriage8 and a marriage of higher order, or remarriage9. Because the order of marriage10 may differ for the two spouses, the term “first marriage” is ambiguous unless specified as referring to groom (501-6*) or to bride (501-7*) or to both parties; unless otherwise specified, it refers to a marriage between a bachelor (515-3) and a spinster (515-4).
Note:Remarriage, n. - remarry, v. - remarried, adj."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,515,"The population may be divided into different groups by conjugal status1, marital status1 or marital condition1. Single2 persons, bachelors3 (men) and spinsters4 (women), are those who have never been married; they are also sometimes called the never-married2 class. The class of married persons5, married men6 and married women7, consists of those who have been married and whose marriages have not been dissolved (513-3). All persons except single persons are ever-married persons8.
Note:A synonym is celibate, adj. - celibacy, n.: the state of being single."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,520,"Relative marriage frequency is measured by marriage rates1 or nuptiality rates1, among which the crude marriage rate2 gives the ratio of the total number of marriages to the total population in a given period. Male nuptiality3 and female nuptiality4 are often different, and can be studied separately. The terms male nuptiality and female nuptiality are used for the marriage frequency of the different sexes. A sex-specific marriage rate5 can be computed with the appropriate population of each sex as a base. It is usual to distinguish between a first marriage rate6, which relates the number of bachelors or spinsters (515-3 and 4) marrying to the total number of bachelors and spinsters respectively and a remarriage rate7 which relates the number of remarriages to the total number of widowed and divorced persons. Similar rates can be computed by age or age-group of husband and wife whenever marriages are classified by age at marriage8 of each spouse; such rates are called age-specific marriage rates9. The tabulation of spouses by age at marriage permits the computation of the mean age at marriage10 or average age at marriage10 for the given year or period. Age differences between spouses11 can be analyzed from a classification of the combined ages12 of the spouses.
Note:Sometimes the crude marriage rate is obtained by relating the number of newly married persons to the total population. The terms marriage frequencies and first marriage frequencies have sometimes been used to refer to the ratio of the number of marriages or first marriages at a certain age, to the total number of persons of that age, irrespective of their marital status. Cumulated marriage frequencies and cumulated first marriage frequencies are used in cohort studies."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,521,"The prevalence of marriage in a generation of men or women is measured by the proportion never married1. This is usually equivalent to the proportion remaining single2 at an age such as 50 after which first marriages are rare. The proportion remaining single at each age in a cohort can be computed from first marriage probabilities3, i.e. the proportion of single persons at exact age x who will marry before exact age x + 1, assuming that there is no mortality. For practical purposes, however, the proportion remaining single is usually obtained from census data as the proportion single4 at that age in the corresponding cohort. When a classification of first marriages by age of the spouses is available the mean age at first marriage5, the median age at first marriage6 and the modal age at first marriage7 can all be computed. In the absence of data on the timing of marriages, it is often possible to compute a singulate mean age at marriage8 from census data on the proportions single by age."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,522,"Nuptiality tables1 resemble life tables, and combine various nuptiality functions. The gross nuptiality table1 includes, by age, the first marriage probabilities (521-3) and proportions remaining single (521-2), as well as the number of first marriages2 in a cohort of given size subjected to the prevailing nuptiality on the assumption that there is no mortality; it also gives the numbers remaining single3 at various ages. The net nuptiality table4 takes mortality as well as nuptiality into account, and is a particular case of double decrement tables (153-4). Such a table includes the single survivors5, the ever-married survivors6, the probability of single survival7 and the expectation of unmarried life8."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,523,"A divorce rate1 can be calculated in different ways. The crude divorce rate2 gives the ratio of the number of divorces to the average population during a given period. The ratio of divorces to the number of married couples is sometimes computed and may be called the divorce rate for married persons3. If divorces are tabulated by the age of the divorced person or by duration of marriage, age-specific divorce rates4 and duration-specific divorce rates5 can be computed. Another index of divorce frequency is obtained by computing the number of divorces per new marriage6.
Note:This is a period measure which relates the divorces of one year, either to the marriages of that year, or to a weighted average of the marriages of several years. In cohort analysis, it is possible to relate divorces in successive years to an initial marriage cohort to compute the cumulated proportion divorced."
Multilingual Demographic Dictionary,Chapter 5 • Nuptiality,524,"When the requisite basic statistics are available, marriage dissolution probabilities1 may be computed, showing for each sex the probability of the marriage being dissolved by death or divorce according to duration of marriage2; marriage dissolution tables are an application of double decrement life tables. Remarriage tables for widowed and divorced persons can also be computed, but the most common indices of remarriage are the relative frequency of remarriage3, i.e. the proportion of widowed or divorced persons who remarry, often given by age at widowhood or divorce, and by the interval between widowhood or divorce and remarriage. The latter information enables one to compute the mean interval between widowhood and remarriage4 and the mean interval between divorce and remarriage5."
Multilingual Demographic Dictionary,Chapter 6 • Fertility,601,"Demographic studies of fertility1 deal with certain phenomena connected with human childbearing2 or reproduction2. The term natality1 is sometimes used instead of fertility. These terms refer to the frequency of occurrence of births3 or more specifically live births4 — within populations and sub-populations. A birth is the process of delivering a child. Live births or the births of live-born children5 are distinguished from late foetal deaths (cf. 411-5) by evidence of life, such as respiration, movement of voluntary muscles or heartbeat of the child after complete expulsion or extraction. The term effective fertility6, which was once used to indicate that late foetal deaths were not counted among the total number of births, should refer to the cases in which the deaths of infants or children are excluded from consideration. The term total fertility7 has on occasions been used to refer to live births and late foetal deaths combined. The term differential fertility8 designates fertility differences between the subgroups of a population.
Note:On the meaning of the term fertility in demography, see also § 623. Reproduction, n. - reproduce, v. - reproductive, adj. Frequently, reproduction refers to the balance of births and deaths (as in § 711) rather than to the process of childbearing or procreation. The word birth is now commonly used to mean live birth. Live-born, adj. also used as noun to mean: infant born alive."
Multilingual Demographic Dictionary,Chapter 6 • Fertility,602,"Conception1 results from the fertilization2 of an ovum3 by a spermatozoon4 or sperm cell4 and marks the beginning of pregnancy5 or gestation5 for the impregnated woman. In the course of its development the product of conception6 is successively called an embryo7 and then a foetus7 — sometimes written as fetus7. The moment at which the embryo becomes a foetus is not precisely determined: certain scientists set it at the end of 12 weeks or three months of intra—uterine life, although successive developmental stages after the eighth week are often termed foetal. Nidation8 refers to the implantation of the egg in the wall of the uterus9 or womb9, a process which occurs a few days after fertilization.
Note:Conception, n.- conceive, v. Fertilization, n. - fertilize, v.Artificial fertilization: fertilization obtained by artificial insemination, i.e. by a process other than coitus (627-2). A fertilized ovum is called an egg or zygote. Pregnancy, n. - pregnant, adj.: gravid, expectant. Certain scientists consider that a pregnancy begins only at the time of nidation (602-8) of the egg. Embryo, n. - embryonic, adj. - embryology, n.: the science dealing with the development of the embryo.Foetus or fetus, n. - foetal or fetal, adj. (cf. 411). Uterus, n. - uterine, adj."
